,id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM
422,969,63,361,Msila,,4 632 527 778,3 533 311 111,4.632527777777779,35.333111111111116,427.0,15,30,22.5,S,8.666,2.984,28.505,11.738,14.64,78.943,0.095946602,0.827719151,2.474
423,970,63,361,Msila,,4 632 527 778,3 533 311 111,4.632527777777779,35.333111111111116,427.0,30,60,45.0,S,8.639,3.528,24.592,14.401,18.2,69.427,0.101678436,0.683135447,2.134
424,971,63,361,Msila,,4 632 527 778,3 533 311 111,4.632527777777779,35.333111111111116,427.0,60,100,80.0,S,8.538,3.57,22.584,17.774,19.772,59.888,0.046265182,0.52755439,1.971
425,972,63,361,Msila,,4 632 527 778,3 533 311 111,4.632527777777779,35.333111111111116,427.0,100,200,150.0,S,8.375,2.823,24.482,20.583,17.526,54.992,-0.069826078,0.42679063,2.16
426,973,64,362,Msila,Kef Tiour,3 914 944 444,3 502 977 778,3.9149444444444446,35.029777777777774,993.0,0,5,2.5,,8.759,0.215,45.338,3.621,46.0879999999999,50.25,11.0475813802592,1.14230634189997,16.955
427,974,64,362,Msila,Kef Tiour,3 914 944 444,3 502 977 778,3.9149444444444446,35.029777777777774,993.0,5,15,10.0,,8.764,0.15,47.205,4.65,45.047,50.498,0.986211987,10.3582029114102,17.269
428,975,64,362,Msila,Kef Tiour,3 914 944 444,3 502 977 778,3.9149444444444446,35.029777777777774,993.0,15,30,22.5,,8.686,0.155,51.601,6.645,42.044,51.911,0.801208389,0.892763756,17.826
429,976,64,362,Msila,Kef Tiour,3 914 944 444,3 502 977 778,3.9149444444444446,35.029777777777774,993.0,30,60,45.0,,8.183,0.937,54.792,6.551,37.759,55.945,0.760712222,0.931453016,17.478
430,977,64,362,Msila,Kef Tiour,3 914 944 444,3 502 977 778,3.9149444444444446,35.029777777777774,993.0,60,100,80.0,,8.104,0.996,44.472,6.833,44.101,49.044,0.809836381,0.855973827,17.284
431,978,64,363,Msila,Kef Tiour,3 913 805 556,3 502 913 889,3.9138055555555553,35.02913888888889,993.0,0,5,2.5,,8.531,0.152,29.538,5.89,32.97,61.14,0.748002915,10.1620940226151,14.324
432,979,64,363,Msila,Kef Tiour,3 913 805 556,3 502 913 889,3.9138055555555553,35.02913888888889,993.0,5,15,10.0,,8.638,0.114,29.037,6.546,31.476,61.978,0.682002872,0.976260893,15.31
433,980,64,363,Msila,Kef Tiour,3 913 805 556,3 502 913 889,3.9138055555555553,35.02913888888889,993.0,15,30,22.5,,8.843,0.084,26.995,6.369,29.811,63.821,0.670304614,10.0089167402134,16.299
434,981,64,363,Msila,Kef Tiour,3 913 805 556,3 502 913 889,3.9138055555555553,35.02913888888889,993.0,30,60,45.0,,8.766,0.219,24.963,5.834,33.226,60.941,0.755510892,10.1894240721479,16.296
435,982,64,363,Msila,Kef Tiour,3 913 805 556,3 502 913 889,3.9138055555555553,35.02913888888889,993.0,60,100,80.0,,8.678,0.274,35.113,9.416,33.896,57.068,0.55628154,0.782525742,16.376
436,983,65,364,Msila,,4 556 388 889,"35,74",4.556388888888889,35.74,,0,5,2.5,,8.061,1.698,20.581,49.123,18.773,30.491,-0.41775129,-0.207113302,3.218
437,984,65,364,Msila,,4 556 388 889,"35,74",4.556388888888889,35.74,,5,15,10.0,,7.997,2.901,16.975,51.288,13.869,34.112,-0.5679707,-0.177108666,1.49
438,985,65,364,Msila,,4 556 388 889,"35,74",4.556388888888889,35.74,,15,30,22.5,,8.258,3.005,20.064,49.706,13.946,35.811,-0.551959242,-0.142392454,0.806
439,986,65,364,Msila,,4 556 388 889,"35,74",4.556388888888889,35.74,,30,60,45.0,,8.509,2.504,22.421,50.844,4.29,48.892,-10.7378250328093,-0.017001992,0.404
440,987,65,364,Msila,,4 556 388 889,"35,74",4.556388888888889,35.74,,60,100,80.0,,8.475,1.651,19.082,48.282,12.298,39.466,-0.593950853,-0.08756223,0.252
441,988,65,364,Msila,,4 556 388 889,"35,74",4.556388888888889,35.74,,100,200,150.0,,8.358,1.194,19.083,18.399,35.059,46.356,0.280005069,0.401311499,0.672
442,1061,69,401,Relizane,,"0,492",3 573 805 556,0.492,35.738055555555555,,0,5,2.5,AL,7.585,23.342,20.463,50.666,43.958,1.381,-0.06167878,-15.6452302592494,
443,1062,69,401,Relizane,,"0,492",3 573 805 556,0.492,35.738055555555555,,5,15,10.0,AL,7.642,23.541,20.926,52.475,41.993,1.279,-0.096775628,-16.1308198553794,
444,1063,69,401,Relizane,,"0,492",3 573 805 556,0.492,35.738055555555555,,15,30,22.5,AL,7.754,25.92,22.038,57.269,36.285,1.463,-0.198192548,-15.926753494753,
445,1064,69,401,Relizane,,"0,492",3 573 805 556,0.492,35.738055555555555,,30,60,45.0,AL,7.221,45.598,19.183,45.131,45.973,4.434,0.008027792,-10.0767936405296,
446,1065,69,401,Relizane,,"0,492",3 573 805 556,0.492,35.738055555555555,,60,100,80.0,AL,7.31,59.319,18.078,29.371,60.004,5.426,0.310261321,-0.733439092,
447,1066,69,401,Relizane,,"0,492",3 573 805 556,0.492,35.738055555555555,,100,200,150.0,AL,7.57,40.769,14.524,22.71,53.21,18.925,0.369775933,-0.079181437,
448,1067,69,402,Relizane,,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,0,5,2.5,AL,7.552,38.256,17.504,38.194,41.123,14.81,0.032089532,-0.411440199,
449,1068,69,402,Relizane,,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,5,15,10.0,AL,7.3,47.323,18.635,40.886,45.779,8.344,0.049091571,-0.690200435,
450,1069,69,402,Relizane,,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,15,30,22.5,AL,7.216,56.131,18.456,33.748,59.247,3.56,0.244418195,-0.976798171,
451,1070,69,402,Relizane,,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,30,60,45.0,AL,7.17,60.817,17.301,26.259,56.405,13.134,0.332039255,-0.300881337,
452,1071,69,403,Relizane,,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,0,5,2.5,AL,7.3,0.0,17.884,46.806,47.496,1.0,0.006355415,-16.7030162107106,
453,1072,69,403,Relizane,,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,5,15,10.0,AL,7.3,4.136,18.03,47.934,47.501,1.0,-0.00394101,-16.8064376214483,
454,1073,69,403,Relizane,,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,15,30,22.5,AL,7.301,26.828,18.601,51.991,47.277,1.0,-0.041278344,-1.715928254,
455,1074,69,403,Relizane,,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,30,60,45.0,AL,7.294,36.869,19.695,55.557,43.483,1.0,-0.106419365,-17.447388645774,
456,1075,69,403,Relizane,,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,60,100,80.0,AL,7.354,34.928,19.724,55.461,40.048,1.0,-0.141406942,-17.4398777424712,
457,1076,69,403,Relizane,,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,100,200,150.0,AL,7.473,41.634,22.985,57.053,39.418,1.0,-0.160583977,-17.5627856184637,
458,1077,69,404,Relizane,,"0,747222222",3 596 361 111,0.7472222222222221,35.96361111111111,,0,5,2.5,AL,7.584,12.294,18.379,65.787,28.1,5.531,-0.369433828,-1.07533648982177,
459,1078,69,404,Relizane,,"0,747222222",3 596 361 111,0.7472222222222221,35.96361111111111,,5,15,10.0,AL,7.576,12.815,18.524,65.837,28.076,5.314,-0.370134865,-10.930485490135,
460,1079,69,404,Relizane,,"0,747222222",3 596 361 111,0.7472222222222221,35.96361111111111,,15,30,22.5,AL,7.542,15.09,19.155,66.053,27.975,4.367,-0.373122518,-11.7970942104518,
461,1080,69,404,Relizane,,"0,747222222",3 596 361 111,0.7472222222222221,35.96361111111111,,30,60,45.0,AL,7.43,22.383,20.781,65.946,29.127,1.592,-0.354892768,-16.1724546070509,
462,1081,69,404,Relizane,,"0,747222222",3 596 361 111,0.7472222222222221,35.96361111111111,,60,100,80.0,AL,7.244,27.895,20.7,63.042,35.19,0.935,-0.253210785,-18.2881844065835,
463,1362,74,461,Relizane,bas-chelif,"0,492",3 573 805 556,0.492,35.738055555555555,,0,5,2.5,,8.109,40.294,16.848,50.666,43.958,1.381,-0.06167878,-15.6452302592494,1.483
464,1363,74,461,Relizane,bas-chelif,"0,492",3 573 805 556,0.492,35.738055555555555,,5,15,10.0,,8.186,44.716,18.087,52.475,41.993,1.279,-0.096775628,-16.1308198553794,1.252
465,1364,74,461,Relizane,bas-chelif,"0,492",3 573 805 556,0.492,35.738055555555555,,15,30,22.5,,8.405,58.7,21.575,57.269,36.285,1.463,-0.198192548,-15.926753494753,0.478
466,1365,74,461,Relizane,bas-chelif,"0,492",3 573 805 556,0.492,35.738055555555555,,30,60,45.0,,8.196,59.559,18.037,45.131,45.973,4.434,0.008027792,-10.0767936405296,0.158
467,1366,74,461,Relizane,bas-chelif,"0,492",3 573 805 556,0.492,35.738055555555555,,60,100,80.0,,8.257,69.869,17.113,29.371,60.004,5.426,0.310261321,-0.733439092,0.019
468,1367,74,461,Relizane,bas-chelif,"0,492",3 573 805 556,0.492,35.738055555555555,,100,200,150.0,,8.395,84.525,12.988,22.71,53.21,18.925,0.369775933,-0.079181437,0.023
469,1368,74,462,Relizane,bas-chelif,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,0,5,2.5,,7.861,151.285,17.825,38.487,41.423,14.282,0.031927376,-0.430525144,1.509
470,1369,74,462,Relizane,bas-chelif,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,5,15,10.0,,7.932,89.482,17.161,40.585,46.077,8.371,0.055118538,-0.685588315,1.424
471,1370,74,462,Relizane,bas-chelif,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,15,30,22.5,,8.17,60.76,16.056,33.947,58.803,3.75,0.238597955,-0.956770261,0.624
472,1371,74,462,Relizane,bas-chelif,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,30,60,45.0,,8.526,86.592,13.637,26.747,56.475,12.586,0.324581,-0.327387513,0.037
473,1372,74,462,Relizane,bas-chelif,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,60,100,80.0,,8.334,78.746,16.499,33.963,59.399,3.634,0.242772961,-0.97062125,0.001
474,1373,74,462,Relizane,bas-chelif,"0,556111111",3 579 564 722,0.5561111111111111,35.79564722222222,,100,200,150.0,,8.688,98.358,8.128,10.272,17.096,70.263,0.221239076,0.835071255,0.0
475,1374,74,463,Relizane,bas-chelif,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,0,5,2.5,,8.401,0.0,21.248,46.936,47.47,1.0,0.004913064,-16.7150616773734,1.841
476,1375,74,463,Relizane,bas-chelif,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,5,15,10.0,,8.286,5.04,20.935,47.9,47.508,1.0,-0.003568856,-1.680335604,1.789
477,1376,74,463,Relizane,bas-chelif,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,15,30,22.5,,7.879,29.01,19.795,51.43,47.483,1.0,-0.034678459,-17.1121660876488,1.603
478,1377,74,463,Relizane,bas-chelif,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,30,60,45.0,,7.672,52.103,18.618,55.318,44.731,1.0,-0.092257941,-17.4286654848781,1.48
479,1378,74,463,Relizane,bas-chelif,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,60,100,80.0,,7.715,46.342,17.137,55.55,40.303,1.0,-0.139346767,-17.446841414577,0.786
480,1379,74,463,Relizane,bas-chelif,"0,749888889",3 596 319 444,0.7498888888888888,35.96319444444445,,100,200,150.0,,7.478,43.722,22.058,57.016,39.426,1.0,-0.160214104,-17.5599682195952,0.131
481,1548,93,548,Alger,Bologhine,30 160 075,3 681 484 056,3.0160075,36.814840555555556,,0,5,2.5,,8.04,0.575,,,,,,,4.828
482,1549,93,548,Alger,Bologhine,30 160 075,3 681 484 056,3.0160075,36.814840555555556,,5,15,10.0,,8.04,0.575,,,,,,,4.828
483,1550,93,549,Boumerdes,Dellys,3 936 843 889,3 687 836,3.9368438888888893,36.87836,,0,5,2.5,,7.65,0.582,,,,,,,6.6
484,1551,93,549,Boumerdes,Dellys,3 936 843 889,3 687 836,3.9368438888888893,36.87836,,5,15,10.0,,7.65,0.582,,,,,,,6.6
485,1552,93,550,Batna,,6 173 911 389,3 556 102 417,6.1739113888888895,35.56102416666666,,0,5,2.5,,7.74,0.21,,,,,,,5.93
486,1553,93,550,Batna,,6 173 911 389,3 556 102 417,6.1739113888888895,35.56102416666666,,5,15,10.0,,7.74,0.21,,,,,,,5.93
487,1558,93,553,Alger,,3 190 431 944,3 674 718 694,3.1904319444444442,36.747186944444444,,0,5,2.5,,7.45,0.219,,,,,,,5.38
488,1559,93,553,Alger,,3 190 431 944,3 674 718 694,3.1904319444444442,36.747186944444444,,5,15,10.0,,7.45,0.219,,,,,,,5.38
489,1560,93,554,Alger,Bab ezzouar,3 186 203 333,3 670 705 806,3.1862033333333333,36.70705805555556,,0,5,2.5,,7.74,0.205,,,,,,,5.38
490,1561,93,554,Alger,Bab ezzouar,3 186 203 333,3 670 705 806,3.1862033333333333,36.70705805555556,,5,15,10.0,,7.74,0.205,,,,,,,5.38
491,1562,93,555,Boumerdes,Dellys,2 927 583 333,3 664 909 417,2.927583333333333,36.649094166666664,,0,5,2.5,,7.83,0.12,,,,,,,5.31
492,1563,93,555,Boumerdes,Dellys,2 927 583 333,3 664 909 417,2.927583333333333,36.649094166666664,,5,15,10.0,,7.83,0.12,,,,,,,5.31
493,1564,93,556,Setif,,5 417 518 889,3 615 978 667,5.417518888888889,36.15978666666666,,0,5,2.5,,7.49,0.355,,,,,,,2.12
494,1565,93,556,Setif,,5 417 518 889,3 615 978 667,5.417518888888889,36.15978666666666,,5,15,10.0,,7.49,0.355,,,,,,,2.12
495,1665,14,575,Annaba,Ben Amar,7 803 333 333,3 678 194 444,7.803333333333333,36.78194444444444,5.0,0,5,2.5,,7.2,0.92,228.0,44.0,42.0,8.56,-0.020203485,-0.710979011,30.0
496,1666,14,575,Annaba,Ben Amar,7 803 333 333,3 678 194 444,7.803333333333333,36.78194444444444,5.0,5,15,10.0,,7.2,0.92,228.0,44.0,42.0,8.56,-0.020203485,-0.710979011,30.0
497,1667,14,575,Annaba,Ben Amar,7 803 333 333,3 678 194 444,7.803333333333333,36.78194444444444,5.0,15,30,22.5,,7.2,0.92,228.0,44.0,42.0,8.56,-0.020203485,-0.710979011,30.0
498,1668,14,576,Annaba,Ben Amar,7 803 055 556,3 678 083 333,7.803055555555555,36.780833333333334,5.0,0,5,2.5,,7.3,0.4,202.0,34.8,47.2,15.67,0.13236263,-0.346510372,30.0
499,1669,14,576,Annaba,Ben Amar,7 803 055 556,3 678 083 333,7.803055555555555,36.780833333333334,5.0,5,15,10.0,,7.3,0.4,202.0,34.8,47.2,15.67,0.13236263,-0.346510372,30.0
500,1670,14,576,Annaba,Ben Amar,7 803 055 556,3 678 083 333,7.803055555555555,36.780833333333334,5.0,15,30,22.5,,7.3,0.4,202.0,34.8,47.2,15.67,0.13236263,-0.346510372,30.0
501,1671,14,577,Annaba,Ben Amar,7 804 722 222,3 678 194 444,7.804722222222222,36.78194444444444,5.0,0,5,2.5,,7.81,0.3,569.0,46.0,29.2,22.68,-0.197375075,-0.307114876,29.0
502,1672,14,577,Annaba,Ben Amar,7 804 722 222,3 678 194 444,7.804722222222222,36.78194444444444,5.0,5,15,10.0,,7.81,0.3,569.0,46.0,29.2,22.68,-0.197375075,-0.307114876,29.0
503,1673,14,577,Annaba,Ben Amar,7 804 722 222,3 678 194 444,7.804722222222222,36.78194444444444,5.0,15,30,22.5,,7.81,0.3,569.0,46.0,29.2,22.68,-0.197375075,-0.307114876,29.0
504,1674,14,578,Annaba,Ben Amar,7 804 444 444,3 678 083 333,7.804444444444444,36.780833333333334,5.0,0,5,2.5,,7.22,0.47,338.0,31.2,44.0,22.88,0.149297943,-0.134698713,33.0
505,1675,14,578,Annaba,Ben Amar,7 804 444 444,3 678 083 333,7.804444444444444,36.780833333333334,5.0,5,15,10.0,,7.22,0.47,338.0,31.2,44.0,22.88,0.149297943,-0.134698713,33.0
506,1676,14,578,Annaba,Ben Amar,7 804 444 444,3 678 083 333,7.804444444444444,36.780833333333334,5.0,15,30,22.5,,7.22,0.47,338.0,31.2,44.0,22.88,0.149297943,-0.134698713,33.0
507,1677,14,579,Annaba,Ben Amar,7 805 833 333,3 678 166 667,7.805833333333333,36.781666666666666,5.0,0,5,2.5,,7.45,0.2,545.0,34.0,39.0,22.01,0.059585562,-0.188859002,32.0
508,1678,14,579,Annaba,Ben Amar,7 805 833 333,3 678 166 667,7.805833333333333,36.781666666666666,5.0,5,15,10.0,,7.45,0.2,545.0,34.0,39.0,22.01,0.059585562,-0.188859002,32.0
509,1679,14,579,Annaba,Ben Amar,7 805 833 333,3 678 166 667,7.805833333333333,36.781666666666666,5.0,15,30,22.5,,7.45,0.2,545.0,34.0,39.0,22.01,0.059585562,-0.188859002,32.0
510,1680,14,580,Annaba,Ben Amar,7 805 555 556,3 678 055 556,7.805555555555555,36.78055555555555,5.0,0,5,2.5,,7.86,1.0,252.0,39.6,34.0,22.0,-0.066216379,-0.255272615,28.0
511,1681,14,580,Annaba,Ben Amar,7 805 555 556,3 678 055 556,7.805555555555555,36.78055555555555,5.0,5,15,10.0,,7.86,1.0,252.0,39.6,34.0,22.0,-0.066216379,-0.255272615,28.0
512,1682,14,580,Annaba,Ben Amar,7 805 555 556,3 678 055 556,7.805555555555555,36.78055555555555,5.0,15,30,22.5,,7.86,1.0,252.0,39.6,34.0,22.0,-0.066216379,-0.255272615,28.0
513,1683,14,581,Annaba,Ben Amar,7 808 055 556,3 678 138 889,7.808055555555556,36.78138888888889,5.0,0,5,2.5,,8.12,0.4,162.0,45.2,23.2,25.7,-0.289650546,-0.245205408,35.0
514,1684,14,581,Annaba,Ben Amar,7 808 055 556,3 678 138 889,7.808055555555556,36.78138888888889,5.0,5,15,10.0,,8.12,0.4,162.0,45.2,23.2,25.7,-0.289650546,-0.245205408,35.0
515,1685,14,581,Annaba,Ben Amar,7 808 055 556,3 678 138 889,7.808055555555556,36.78138888888889,5.0,15,30,22.5,,8.12,0.4,162.0,45.2,23.2,25.7,-0.289650546,-0.245205408,35.0
516,1686,14,582,Annaba,Ben Amar,7 807 777 778,3 678 027 778,7.807777777777778,36.780277777777776,5.0,0,5,2.5,,8.3,0.28,242.0,44.8,30.8,21.56,-0.162727394,-0.317629354,23.0
517,1687,14,582,Annaba,Ben Amar,7 807 777 778,3 678 027 778,7.807777777777778,36.780277777777776,5.0,5,15,10.0,,8.3,0.28,242.0,44.8,30.8,21.56,-0.162727394,-0.317629354,23.0
518,1688,14,582,Annaba,Ben Amar,7 807 777 778,3 678 027 778,7.807777777777778,36.780277777777776,5.0,15,30,22.5,,8.3,0.28,242.0,44.8,30.8,21.56,-0.162727394,-0.317629354,23.0
519,1689,14,583,Annaba,Ben Amar,7 809 722 222,3 678 055 556,7.809722222222222,36.78055555555555,5.0,0,5,2.5,,8.27,0.25,274.0,48.0,24.4,22.05,-0.293851502,-0.337832734,28.0
520,1690,14,583,Annaba,Ben Amar,7 809 722 222,3 678 055 556,7.809722222222222,36.78055555555555,5.0,5,15,10.0,,8.27,0.25,274.0,48.0,24.4,22.05,-0.293851502,-0.337832734,28.0
521,1691,14,583,Annaba,Ben Amar,7 809 722 222,3 678 055 556,7.809722222222222,36.78055555555555,5.0,15,30,22.5,,8.27,0.25,274.0,48.0,24.4,22.05,-0.293851502,-0.337832734,28.0
522,1692,14,584,Annaba,El Karma,7 691 944 444,3 678 166 667,7.691944444444444,36.781666666666666,10.0,0,5,2.5,,8.26,0.16,228.505,46.421,31.208,20.338,-0.172448648,-0.358406342,5.007
523,1693,14,584,Annaba,El Karma,7 691 944 444,3 678 166 667,7.691944444444444,36.781666666666666,10.0,5,15,10.0,,8.237,0.145,145.983,43.027,29.974,25.582,-0.156996464,-0.225806673,3.85
524,1694,14,584,Annaba,El Karma,7 691 944 444,3 678 166 667,7.691944444444444,36.781666666666666,10.0,15,30,22.5,,8.222,0.135,91.726,40.796,29.162,29.03,-0.145800384,-0.147770654,3.09
525,1695,14,585,Annaba,El Karma,7 694 166 667,3 678 194 444,7.694166666666667,36.78194444444444,10.0,0,5,2.5,,8.339,0.11,145.259,39.2,29.788,26.707,-0.119244833,-0.166661071,3.703
526,1696,14,585,Annaba,El Karma,7 694 166 667,3 678 194 444,7.694166666666667,36.78194444444444,10.0,5,15,10.0,,8.424,0.11,266.342,39.2,31.793,27.162,-0.090954668,-0.159324433,3.163
527,1697,14,585,Annaba,El Karma,7 694 166 667,3 678 194 444,7.694166666666667,36.78194444444444,10.0,15,30,22.5,,8.48,0.11,345.953,39.2,33.111,27.461,-0.073313881,-0.15456983,2.808
528,1698,14,586,Annaba,El Karma,7 695 555 556,3 678 305 556,7.695555555555556,36.783055555555556,10.0,0,5,2.5,,7.989,0.13,175.764,33.172,32.183,31.595,-0.013145262,-0.021153428,0.0
529,1699,14,586,Annaba,El Karma,7 695 555 556,3 678 305 556,7.695555555555556,36.783055555555556,10.0,5,15,10.0,,8.159,0.122,214.325,37.799,34.913,24.23,-0.034493257,-0.193127011,0.0
530,1700,14,586,Annaba,El Karma,7 695 555 556,3 678 305 556,7.695555555555556,36.783055555555556,10.0,15,30,22.5,,8.27,0.117,239.679,40.842,36.708,19.387,-0.046346384,-0.323596497,0.0
531,1701,14,587,Annaba,El Karma,7 698 333 333,3 678 111 111,7.698333333333333,36.78111111111111,10.0,0,5,2.5,,8.3,0.1,383.854,30.381,38.017,27.491,0.097375635,-0.04341167,0.699
532,1702,14,587,Annaba,El Karma,7 698 333 333,3 678 111 111,7.698333333333333,36.78111111111111,10.0,5,15,10.0,,8.377,0.115,244.262,33.466,35.241,19.215,0.022444287,-0.240963548,0.93
533,1703,14,587,Annaba,El Karma,7 698 333 333,3 678 111 111,7.698333333333333,36.78111111111111,10.0,15,30,22.5,,8.427,0.125,152.481,35.494,33.415,13.774,-0.026213602,-0.411094989,1.082
534,1710,17,589,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,0,5,2.5,,5.089,0.1,,4.137,22.772,7.2829,0.740714605,12.4561777611167,
535,1711,17,589,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,5,15,10.0,,5.082,0.1,,4.139,22.7129999999999,7.2907,0.739378025,1.24587275244463,
536,1712,17,589,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,15,30,22.5,,5.05,0.1,,4.147,22.454,73.25,0.733558636,12.4707254641361,
537,1713,17,589,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,30,60,45.0,,4.93,0.1,,4.178,21.463,74.565,0.71072095,1.25156554707226,
538,1714,17,589,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,60,100,80.0,,4.65,0.101,,4.259,19.217,77.465,0.65437693,12.5979686543051,
539,1715,17,589,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,100,200,150.0,,4.315,0.099,,4.46,17.302,78.792,0.588760475,12.4714629197545,
540,1716,17,590,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,0,5,2.5,,5.688,0.122,,4.611,26.8729999999999,6.85159999999999,0.765520088,11.7199593660947,
541,1717,17,590,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,5,15,10.0,,5.658,0.121,,4.614,26.952,6.84329999999999,0.766512467,1.17118704779402,
542,1718,17,590,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,15,30,22.5,,5.53,0.119,,4.627,27.3,6.8073,0.770862209,11.6767445242211,
543,1719,17,590,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,30,60,45.0,,5.225,0.112,,4.704,27.598,6.7698,0.768409374,11.5810760221353,
544,1720,17,590,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,60,100,80.0,,5.304,0.109,,5.043,23.364,71.594,0.665857368,1.15218679804949,
545,1721,17,590,El taref,Oued Mafragh,79 925,3 684 861 111,7.9925,36.84861111111111,6.0,100,200,150.0,,5.568,0.11,,5.316,19.155,75.529,0.556696367,11.5252794547187,
546,1722,17,591,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,0,5,2.5,,6.537,0.093,,4.059,49.055,46.887,10.8226315877876,10.6263232462426,
547,1723,17,591,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,5,15,10.0,,6.506,0.099,,4.093,49.358,46.549,10.8131474793714,10.5586754987235,
548,1724,17,591,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,15,30,22.5,,6.379,0.121,,4.233,50.611,45.156,10.7759562397696,10.2806616992142,
549,1725,17,591,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,30,60,45.0,,6.077,0.152,,4.48,53.128,42.391,10.7404448382639,0.975994678,
550,1726,17,591,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,60,100,80.0,,5.584,0.141,,4.625,55.6419999999999,39.733,10.8029005582313,0.934038681,
551,1727,17,591,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,100,200,150.0,,4.603,0.125,,5.017,48.739,46.244,0.987431648,0.964610426,
552,1728,17,592,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,0,5,2.5,,5.615,0.1,,3.172,42.066,54.762,11.225966697018,12.3714475312005,
553,1729,17,592,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,5,15,10.0,,5.538,0.1,,3.523,41.468,55.01,10.7079921394342,11.9352776902976,
554,1730,17,592,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,15,30,22.5,,5.34,0.1,,4.381,39.938,55.681,0.959812068,11.0413278187089,
555,1731,17,592,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,30,60,45.0,,5.035,0.1,,5.422,37.699,56.88,0.842169516,10.2079927349221,
556,1732,17,592,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,60,100,80.0,,4.711,0.101,,5.725,35.626,58.649,0.793990814,1.01048436193367,
557,1733,17,592,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,100,200,150.0,,4.372,0.098,,5.472,36.84,57.688,0.828172739,10.2293860017471,
558,1734,17,593,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,0,5,2.5,,4.425,0.123,,6.296,58.977,34.726,0.971617268,0.741589352,
559,1735,17,593,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,5,15,10.0,,4.435,0.123,,6.304,58.837,34.8589999999999,0.970033627,0.742698031,
560,1736,17,593,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,15,30,22.5,,4.481,0.122,,6.342,5.8219,35.439,0.962837819,0.747254536,
561,1737,17,593,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,30,60,45.0,,4.655,0.119,,6.486,55.849,37.666,0.935037787,0.763971888,
562,1738,17,593,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,60,100,80.0,,5.081,0.112,,6.863,49.889,43.248,0.861490167,0.799451397,
563,1739,17,593,El taref,El Kala,"8,2","36,9",8.2,36.9,35.0,100,200,150.0,,4.876,0.11,,7.669,45.433,46.897,0.772632111,0.786405758,
